,price,type,address,url,agent_url,postcode,number_bedrooms,search_date,loc
403,189000.0,1 bedroom flat for sale,"116 (3F1), Rose Street, Edinburgh, EH2 3JF",http://www.rightmove.co.uk/properties/75963183,http://www.rightmove.co.uk/estate-agents/agent/Drummond-Miller/Edinburgh-103265.html,EH2,1.0,2021-01-17 16:42:17.951429,
404,187000.0,1 bedroom ground floor flat for sale,"5/12 Drummond Street, Old Town, Edinburgh, EH8 9TT",http://www.rightmove.co.uk/properties/87231388,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH8,1.0,2021-01-17 16:42:17.951429,"Drummond Street, Old Town, City of Edinburgh, Scotland, EH8 9TT, United Kingdom"
405,185000.0,2 bedroom flat for sale,"Orwell Terrace, Dalry, Edinburgh, EH11",http://www.rightmove.co.uk/properties/101862077,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH11,2.0,2021-01-17 16:42:17.951429,"Orwell Terrace, Edinburgh Napier Accommodation Orwell Terrace, Dalry, City of Edinburgh, Scotland, EH11 2AG, United Kingdom"
406,185000.0,1 bedroom ground floor flat for sale,"8 Alva Place, Edinburgh, EH7 5AZ",http://www.rightmove.co.uk/properties/77140143,http://www.rightmove.co.uk/estate-agents/agent/Campbell-Smith-LLP/Edinburgh-94463.html,EH7,1.0,2021-01-17 16:42:17.951429,"8, Lady Menzies Place, Abbeyhill Colonies, Leith Central, City of Edinburgh, Scotland, EH7 5SD, United Kingdom"
407,185000.0,2 bedroom apartment for sale,"34/1 Milton Street, Abbeyhill, Edinburgh, EH8",http://www.rightmove.co.uk/properties/77104533,http://www.rightmove.co.uk/estate-agents/agent/Braemore/Edinburgh-118444.html,EH8,2.0,2021-01-17 16:42:17.951429,
408,184999.0,2 bedroom flat for sale,"Broughton Road, Broughton, Edinburgh, EH7",http://www.rightmove.co.uk/properties/86327542,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH7,2.0,2021-01-17 16:42:17.951429,"Broughton Road, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH7 4EB, United Kingdom"
409,180000.0,2 bedroom flat for sale,"Balfour Street, Edinburgh, EH6",http://www.rightmove.co.uk/properties/101416985,http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-Scotland-151100.html,EH6,2.0,2021-01-17 16:42:17.951429,"Balfour Street, Lorne, Leith Central, City of Edinburgh, Scotland, EH6 5EL, United Kingdom"
410,180000.0,1 bedroom flat for sale,"4/5 Leamington Road, Bruntsfield, Edinburgh, EH3 9PD",http://www.rightmove.co.uk/properties/86072197,http://www.rightmove.co.uk/estate-agents/agent/Gillespie-MacAndrew/Edinburgh-109751.html,EH3,1.0,2021-01-17 16:42:17.951429,"Leamington Road, Bruntsfield, City of Edinburgh, Scotland, EH3 9PD, United Kingdom"
411,180000.0,1 bedroom flat for sale,"41 (1F2) Easter Road, Edinburgh EH7 5PL",http://www.rightmove.co.uk/properties/74959758,http://www.rightmove.co.uk/estate-agents/agent/Gilson-Gray-LLP/Edinburgh-109463.html,EH7,1.0,2021-01-17 16:42:17.951429,
412,180000.0,1 bedroom ground floor flat for sale,"Roseburn Place, Edinburgh, EH12",http://www.rightmove.co.uk/properties/100456883,http://www.rightmove.co.uk/estate-agents/agent/WATERMANS-LEGAL-LIMITED/Edinburgh-198836.html,EH12,1.0,2021-01-17 16:42:17.951429,"Roseburn Place, Roseburn, Murrayfield, City of Edinburgh, Scotland, EH12 5NU, United Kingdom"
413,179000.0,2 bedroom apartment for sale,"Springwell Place, Flat 8, Dalry, Edinburgh, EH11 2JA",http://www.rightmove.co.uk/properties/88326445,http://www.rightmove.co.uk/estate-agents/agent/Clyde-Property/Edinburgh-150686.html,EH11,2.0,2021-01-17 16:42:17.951429,"Springwell Place, Ardmillan, Dalry, City of Edinburgh, Scotland, EH11 2HX, United Kingdom"
414,175000.0,1 bedroom flat for sale,"123/3 Lauriston Place, Edinburgh, EH3 9JN",http://www.rightmove.co.uk/properties/99926492,http://www.rightmove.co.uk/estate-agents/agent/Jardine-Phillips/Edinburgh-67068.html,EH3,1.0,2021-01-17 16:42:17.951429,"Lauriston Place, Lauriston, Tollcross, City of Edinburgh, Scotland, EH3 9RP, United Kingdom"
415,175000.0,2 bedroom flat for sale,"30/3 Milton Street, Abbeyhill, Edinburgh, EH8 8HD",http://www.rightmove.co.uk/properties/86455903,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH8,2.0,2021-01-17 16:42:17.951429,"Milton Street, Abbeyhill, City of Edinburgh, Scotland, EH8 8HF, United Kingdom"
416,175000.0,2 bedroom flat for sale,"11/6 Watson Crescent, Edinburgh, EH11 1HB",http://www.rightmove.co.uk/properties/87569611,http://www.rightmove.co.uk/estate-agents/agent/D-J-Alexander/Glasgow-Sales-103433.html,EH11,2.0,2021-01-17 16:42:17.951429,"Watson Crescent, Merchiston, City of Edinburgh, Scotland, EH11 1HD, United Kingdom"
417,170000.0,1 bedroom flat for sale,"29 (3F2), Lauriston Street, Edinburgh, EH3 9DQ",http://www.rightmove.co.uk/properties/84727837,http://www.rightmove.co.uk/estate-agents/agent/Gillespie-MacAndrew/Edinburgh-109751.html,EH3,1.0,2021-01-17 16:42:17.951429,
418,170000.0,1 bedroom apartment for sale,"High Street, Edinburgh",http://www.rightmove.co.uk/properties/75015912,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,1.0,2021-01-17 16:42:17.951429,"High Street, Canongate, Old Town, City of Edinburgh, Scotland, EH1 1TB, United Kingdom"
419,170000.0,1 bedroom apartment for sale,"Rutland Square, Edinburgh",http://www.rightmove.co.uk/properties/86184226,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,1.0,2021-01-17 16:42:17.951429,"Rutland Square, Haymarket, West End, City of Edinburgh, Scotland, EH1 2BB, United Kingdom"
420,170000.0,1 bedroom flat for sale,"Flat 5, 7 East Fountainbridge, Edinburgh, Midlothian, EH3",http://www.rightmove.co.uk/properties/85122901,http://www.rightmove.co.uk/estate-agents/agent/Avenue-Road-Estate-Agents/Edinburgh-225281.html,EH3,1.0,2021-01-17 16:42:17.951429,
421,169500.0,2 bedroom flat for sale,"Howden Street, Edinburgh",http://www.rightmove.co.uk/properties/101890868,http://www.rightmove.co.uk/estate-agents/agent/Westgate-Estate-Agents/Glasgow-62368.html,,2.0,2021-01-17 16:42:17.951429,"Howden Street, St Leonards, Southside, City of Edinburgh, Scotland, EH8 9HL, United Kingdom"
422,169000.0,1 bedroom flat for sale,"195 Fountainbridge, Edinburgh, EH3",http://www.rightmove.co.uk/properties/85962559,http://www.rightmove.co.uk/estate-agents/agent/Aberdein-Considine/Edinburgh-102197.html,EH3,1.0,2021-01-17 16:42:17.951429,"Fountainbridge, City of Edinburgh, Scotland, United Kingdom"
423,165000.0,1 bedroom flat for sale,"Bothwell Street, Edinburgh, EH7",http://www.rightmove.co.uk/properties/90124856,http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-Scotland-151100.html,EH7,1.0,2021-01-17 16:42:17.951429,"Bothwell Street, Lorne, Leith Central, City of Edinburgh, Scotland, EH7 5PX, United Kingdom"
424,165000.0,1 bedroom flat for sale,"101/11 Broughton Road, Broughton, Edinburgh, EH7 4EG",http://www.rightmove.co.uk/properties/85767514,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH7,1.0,2021-01-17 16:42:17.951429,"Broughton Road, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH7 4EG, United Kingdom"
425,312000.0,2 bedroom apartment for sale,"1 McDonald Street, Bellevue, Edinburgh, EH7",http://www.rightmove.co.uk/properties/74138127,http://www.rightmove.co.uk/estate-agents/agent/Braemore/Edinburgh-118444.html,EH7,2.0,2021-01-17 16:42:17.951429,
426,165000.0,1 bedroom flat for sale,"39/7 Pilrig Heights, Edinburgh, EH6 5FD",http://www.rightmove.co.uk/properties/86826001,http://www.rightmove.co.uk/estate-agents/agent/Blackadders-LLP/Edinburgh-93847.html,EH6,1.0,2021-01-17 16:42:17.951429,"Pilrig Heights, Pilrig, Leith Central, City of Edinburgh, Scotland, EH6 5FD, United Kingdom"
427,165000.0,1 bedroom flat for sale,"2/21 Bothwell House, EDINBURGH, EH7 5YL",http://www.rightmove.co.uk/properties/76000200,http://www.rightmove.co.uk/estate-agents/agent/Campbell-Smith-LLP/Edinburgh-94463.html,EH7,1.0,2021-01-17 16:42:17.951429,"Bothwell House, Lorne, Leith Central, City of Edinburgh, Scotland, EH7 5YL, United Kingdom"
428,160000.0,1 bedroom flat for sale,"173 Flat 217 Carlyle Court, Comely Bank Road, Comely Bank, EH4 1DH",http://www.rightmove.co.uk/properties/71196753,http://www.rightmove.co.uk/estate-agents/agent/Coulters/Stockbridge-95110.html,EH4,1.0,2021-01-17 16:42:17.951429,
429,160000.0,1 bedroom apartment for sale,"Jamaica Mews, Edinburgh, Midlothian",http://www.rightmove.co.uk/properties/99380510,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,1.0,2021-01-17 16:42:17.951429,"Midlothian Clump, City of Edinburgh, Scotland, United Kingdom"
430,160000.0,Studio flat for sale,"148/1 Dundas Street, New Town, Edinburgh, EH3 5DQ",http://www.rightmove.co.uk/properties/88295125,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH3,0.0,2021-01-17 16:42:17.951429,"Dundas Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH3 5DQ, United Kingdom"
431,159000.0,1 bedroom flat for sale,"Albion Road, Edinburgh, EH7",http://www.rightmove.co.uk/properties/101776919,http://www.rightmove.co.uk/estate-agents/agent/WATERMANS-LEGAL-LIMITED/Edinburgh-198836.html,EH7,1.0,2021-01-17 16:42:17.951429,"Albion Road, Lorne, Leith Central, City of Edinburgh, Scotland, EH7 5NP, United Kingdom"
432,155000.0,1 bedroom ground floor flat for sale,"9/3 Lyne Street, Abbeyhill, EH7 5DN",http://www.rightmove.co.uk/properties/100597655,http://www.rightmove.co.uk/estate-agents/agent/Deans-Properties/Newington-128743.html,EH7,1.0,2021-01-17 16:42:17.951429,"Lyne Street, Abbeyhill, City of Edinburgh, Scotland, EH7 5DJ, United Kingdom"
433,155000.0,1 bedroom flat for sale,"6 (2F1), Beaverbank Place, Edinburgh, EH7 4ER",http://www.rightmove.co.uk/properties/87382102,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH7,1.0,2021-01-17 16:42:17.951429,
434,155000.0,1 bedroom flat for sale,"Munro Place, Canonmills, Edinburgh, EH3",http://www.rightmove.co.uk/properties/88192414,http://www.rightmove.co.uk/estate-agents/agent/Lindsays/Edinburgh-29595.html,EH3,1.0,2021-01-17 16:42:17.951429,"Munro Place, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5LJ, United Kingdom"
435,155000.0,1 bedroom flat for sale,"5 (1F1), Edina Place, Easter Road, Edinburgh, EH7 5RN",http://www.rightmove.co.uk/properties/88249390,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH7,1.0,2021-01-17 16:42:17.951429,
436,150000.0,1 bedroom flat for sale,"Salmond Place, Abbeyhill, Edinburgh, EH7",http://www.rightmove.co.uk/properties/83451637,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH7,1.0,2021-01-17 16:42:17.951429,"Salmond Place, Abbeyhill Colonies, Leith Central, City of Edinburgh, Scotland, EH7 5SR, United Kingdom"
437,150000.0,1 bedroom flat for sale,"Downfield Place, Dalry, Edinburgh, EH11",http://www.rightmove.co.uk/properties/88183645,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH11,1.0,2021-01-17 16:42:17.951429,"Downfield Place, Ardmillan, Dalry, City of Edinburgh, Scotland, EH11 2EW, United Kingdom"
438,150000.0,1 bedroom flat for sale,"26 (2F4), Milton Street, Abbeyhill, Edinburgh, EH8 8HE",http://www.rightmove.co.uk/properties/85311178,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH8,1.0,2021-01-17 16:42:17.951429,
439,150000.0,1 bedroom ground floor flat for sale,"15/2 Yeaman Place, Polwarth, EH11 1BS",http://www.rightmove.co.uk/properties/76408389,http://www.rightmove.co.uk/estate-agents/agent/Coulters/Stockbridge-95110.html,EH11,1.0,2021-01-17 16:42:17.951429,"Yeaman Place, Polwarth, Merchiston, City of Edinburgh, Scotland, EH11 1HS, United Kingdom"
440,150000.0,1 bedroom flat for sale,"294/7 Easter Road, Edinburgh, EH6 8JU",http://www.rightmove.co.uk/properties/99327254,http://www.rightmove.co.uk/estate-agents/agent/Ralph-Hendrie-Legal/Edinburgh-210887.html,EH6,1.0,2021-01-17 16:42:17.951429,"Easter Road Stadium, 12, Albion Place, Lorne, Leith Central, City of Edinburgh, Scotland, EH7 5QG, United Kingdom"
441,145000.0,1 bedroom apartment for sale,"10/3 Allanfield, Brunswick, Edinburgh, EH7",http://www.rightmove.co.uk/properties/98745698,http://www.rightmove.co.uk/estate-agents/agent/Braemore/Edinburgh-118444.html,EH7,1.0,2021-01-17 16:42:17.951429,
442,145000.0,1 bedroom flat for sale,"16/7 Edina Place, Easter Road, Edinburgh, EH7 5RP",http://www.rightmove.co.uk/properties/84484354,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH7,1.0,2021-01-17 16:42:17.951429,
443,145000.0,1 bedroom flat for sale,"West Norton Place, Edinburgh, EH7",http://www.rightmove.co.uk/properties/75197461,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH7,1.0,2021-01-17 16:42:17.951429,"West Norton Place, Hillside, Leith Central, City of Edinburgh, Scotland, EH7 5AN, United Kingdom"
444,145000.0,1 bedroom flat for sale,"24/3 Coltbridge Avenue, Edinburgh, EH12 6AH",http://www.rightmove.co.uk/properties/83257567,http://www.rightmove.co.uk/estate-agents/agent/Simpson-and-Marwick/Edinburgh-15605.html,EH12,1.0,2021-01-17 16:42:17.951429,"Coltbridge Avenue, Murrayfield, City of Edinburgh, Scotland, EH12 6AH, United Kingdom"
445,140000.0,1 bedroom flat for sale,"5/5 Gibson Terrace, Edinburgh, EH11 1AU",http://www.rightmove.co.uk/properties/102042287,http://www.rightmove.co.uk/estate-agents/agent/Jardine-Phillips/Edinburgh-67068.html,EH11,1.0,2021-01-17 16:42:17.951429,"Gibson Terrace, Fountainbridge, City of Edinburgh, Scotland, EH11 1AU, United Kingdom"
446,140000.0,1 bedroom flat for sale,"40/1 Redbraes Place, Broughton, EH7 4LL",http://www.rightmove.co.uk/properties/100859480,http://www.rightmove.co.uk/estate-agents/agent/Deans-Properties/Newington-128743.html,EH7,1.0,2021-01-17 16:42:17.951429,"Redbraes Place, Broughton Road, Leith, Leith Central, City of Edinburgh, Scotland, EH7 4QN, United Kingdom"
447,139500.0,1 bedroom ground floor flat for sale,"7/1 Murano Place, Leith Walk, Edinburgh, EH7 5HH",http://www.rightmove.co.uk/properties/73793922,http://www.rightmove.co.uk/estate-agents/agent/Drummond-Miller/Edinburgh-103265.html,EH7,1.0,2021-01-17 16:42:17.951429,
448,137000.0,1 bedroom apartment for sale,"23/3 Milton Street, Abbeyhill, Edinburgh, EH8",http://www.rightmove.co.uk/properties/86362288,http://www.rightmove.co.uk/estate-agents/agent/Braemore/Edinburgh-118444.html,EH8,1.0,2021-01-17 16:42:17.951429,
449,135000.0,1 bedroom flat for sale,"43/14 Albert Street, Edinburgh, EH7",http://www.rightmove.co.uk/properties/87760690,http://www.rightmove.co.uk/estate-agents/agent/Aberdein-Considine/Edinburgh-102197.html,EH7,1.0,2021-01-17 16:42:17.951429,
450,250000.0,2 bedroom apartment for sale,"11/5 Russell Gardens, Roseburn, Edinburgh, EH12",http://www.rightmove.co.uk/properties/75961635,http://www.rightmove.co.uk/estate-agents/agent/Braemore/Edinburgh-118444.html,EH12,2.0,2021-01-17 16:42:17.951429,
451,135000.0,1 bedroom flat for sale,"Easter Road, Easter Road, Edinburgh, EH6",http://www.rightmove.co.uk/properties/86308693,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH6,1.0,2021-01-17 16:42:17.951429,
452,135000.0,1 bedroom flat for sale,"31/15 Buchanan Street, Leith, Edinburgh, EH6 8RD",http://www.rightmove.co.uk/properties/86134363,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH6,1.0,2021-01-17 16:42:17.951429,"Buchanan Street, Lorne, Leith Central, City of Edinburgh, Scotland, EH6 8SQ, United Kingdom"
453,130000.0,1 bedroom flat for sale,"Beaverbank Place, Edinburgh",http://www.rightmove.co.uk/properties/85726456,http://www.rightmove.co.uk/estate-agents/agent/Yopa/Scotland-77046.html,,1.0,2021-01-17 16:42:17.951429,"Beaverbank Place, Powderhall, New Town/Broughton, City of Edinburgh, Scotland, EH7 4GP, United Kingdom"
454,130000.0,1 bedroom flat for sale,"132/10 Albert Street, Edinburgh, EH7 5LT",http://www.rightmove.co.uk/properties/76136628,http://www.rightmove.co.uk/estate-agents/agent/Blackadders-LLP/Edinburgh-93847.html,EH7,1.0,2021-01-17 16:42:17.951429,"Albert Street, Brunswick, Leith Central, City of Edinburgh, Scotland, EH7 5LG, United Kingdom"
455,125000.0,1 bedroom flat for sale,"Albert Street, Edinburgh, EH7",http://www.rightmove.co.uk/properties/101012696,http://www.rightmove.co.uk/estate-agents/agent/WATERMANS-LEGAL-LIMITED/Edinburgh-198836.html,EH7,1.0,2021-01-17 16:42:17.951429,"Albert Street, Brunswick, Leith Central, City of Edinburgh, Scotland, EH7 5LG, United Kingdom"
456,80000.0,Parking for sale,"Dual Parking Space, Mcewan Square, Edinburgh, EH3",http://www.rightmove.co.uk/properties/84030290,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,,2021-01-17 16:42:17.951429,
457,59000.0,Garages for sale,"Private Garage, Lynedoch Place Lane, Edinburgh, EH3",http://www.rightmove.co.uk/properties/98473502,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,,2021-01-17 16:42:17.951429,
458,140.0,Parking for sale,"High Riggs Parking Space, Tollcross, Edinburgh, EH3 9BW",http://www.rightmove.co.uk/properties/68597582,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH3,,2021-01-17 16:42:17.951429,
459,165000.0,1 bedroom flat for sale,"101/11 Broughton Road, Broughton, Edinburgh, EH7 4EG",http://www.rightmove.co.uk/properties/85767514,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH7,1.0,2021-01-17 16:42:17.951429,"Broughton Road, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH7 4EG, United Kingdom"
